,Date,Time,Location,Operator,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Country,Regions,percent
1463,01/29/1957,19:24,"Paris, France",Air France,Tunis - Paris,SNCASE SE.2010 Armagnac,F-BAVG,06,70.0,2.0,0.0,"A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost.", France,Paris,2.857142857142857
1464,01/31/1957,11:18,"Near Sunland, California",Douglas Aircraft,Santa Monica - Santa Monica,Douglas DC-7B / U.S. Air Force F-89J,N8210H/52-187OA,45192 / 4447,6.0,5.0,3.0,"Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a school  killing 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed and  the other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didn't see each other's aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft.", California,Near Sunland,83.33333333333334
1468,03/05/1957,11:00,"Drayton, England",Military -Royal Air Force,,Blackburn Beverley C Mark 1,XH117,,22.0,18.0,2.0,The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield.  Fuel starvation due to an valve being installed backwards., England,Drayton,81.81818181818183
1469,03/09/1957,10:00,"El Soldado, Colombia",AVIANCA,Condoto - Cali,Douglas DC-3,HK-155,4338,15.0,15.0,0.0,Pilot did not follow prescribed route nor follow prescribed IFR procedures., Colombia,El Soldado,100.0
1470,03/14/1957,13:46,"Manchester, England",British European Airways,Amsterdam - Manchester,Vickers Viscount 701,G-ALWE,004,20.0,20.0,2.0,The plane suddenly veered and banked to the right while making an approach to land. The plane crashed into houses. Fracture of a 9/16' bolt on the starboard flap due to fatigue led to loss of control of the aircraft., England,Manchester,100.0
1474,04/07/1957,,"Bage, Brazil",Varig,,Curtiss C-46A-45-CU,PP-VCF,30283,40.0,40.0,0.0,"Shortly after  takeoff, a fire developed in the left main landing gear well. The pilot thought the fire had started in the engine, feathered the No.1 engine and returned for an emergency landing. When he couldn't get the gear down, he performed a go-around after which the left wing separated from the plane. The plane crashed and burned. Fracture of the fuel line in the landing gear housing due to wear against the ribs.", Brazil,Bage,100.0
1476,04/10/1957,15:20,"Anchieta Island, Brazil",REAL,Rio de Janerio - Sao Paulo,Douglas DC-3,PP-ANX,13048,30.0,26.0,0.0,"While en route, fire broke out in the starboard engine. As he lost altitude and because of reduced visibility, the pilot did not see the peak of a mountain. When he tried to pull up the plane stalled and crashed. Engine failure.", Brazil,Anchieta Island,86.66666666666667
1480,05/01/1957,21:20,"Blackbushe, Hants, England",Eagle Aviation,Blackbushe - Tripoli,Vickers Viking 1B,G-AJBO,241,35.0,34.0,0.0,Crashed while attemting an emergency return to the airport shortly after taking off. Engine failure. The failure of the captain to maintain height and a safe flying speed when approaching to land on one engine after the failure of the left engine for reasons unknown., England,Blackbushe,97.14285714285714
1481,05/05/1957,,"Santoshpur, India",Indian Airlines,,Douglas C-47A,VT-AUV,20318,3.0,1.0,0.0,"The accident is attributed to the insufficient altitude at which the aircraft was flown during an attempt to fly through a thunderstorm. Downdrafts and divergent winds encountered, forced the aircraft to the ground.", India,Santoshpur,33.33333333333333
1485,05/13/1957,,"New Delhi, India",Indian Airlines,,Douglas DC-3,VT-CFB,13626,2.0,2.0,3.0,"During a training exercise the aircraft approached a stall entered a spin, partially recovered but crashed.", India,New Delhi,100.0
1486,06/14/1957,23:10,"Near Moscow, Russia",LOT Polish Airlines,Warsaw - Moscow,Ilyushin P-14,SP-LNF,6341407,13.0,9.0,0.0,The aircraft descended below safe altitude and struck the ground in rain and poor visibility. The crew's application of an approach procedure other than that prescribed by the airport authority., Russia,Near Moscow,69.23076923076923
1489,06/23/1957,14:20,"Port Hardy, BC, Canada",Queen Charlotte Airlines,Port Hardy - Vancouver,Douglas DC-3,CF-EPI,7408,18.0,14.0,0.0,Crashed while attempting an emergency landing after taking off with control difficulties. Jammed elevator. Crew forgot to remove the ground locks., Canada,Port Hardy,77.77777777777779
1492,07/25/1957,03:37,"Daggett, California",Western Airlines,Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA,Convair CV-240,N8405H,22,16.0,1.0,0.0,"The plane landed safely after a dynamite bomb exploded in the rear lavatory. A passenger, Saul F. Binstock, 62, a retired North Hollywood jeweler, intent on suicide, detonated a bomb in the rear lavoratory blowing a 6 x 7 ft. hole in the fuselage. Binstock had purchased two insurance policies totaling $125,000 and then flew from Burbank to Las Vegas, where airport personnel at McCarran Field reported he never left the airport terminal. He then boarded the Western Airlines flight bound for Los Angeles and locked himself in the rear lavatory shortly after takeoff. Binstock’s body, missing several fingers on the left hand, was found the next day on a rugged peak in the Ord Mountains south of Daggett.", California,Daggett,6.25
1493,08/11/1957,14:15,"Near Issoudun, Quebec, Canada",Maritime Central Airways,Reykjavík - Montreal,Douglas DC-4,CF-MCF,18374,79.0,79.0,0.0,"The aircraft en route from Reykjavík to Montreal, Canada was flying at 6,000 ft. when it entered a  thunderstorm. Subsequently it plunged to earth almost vertically at a speed calculated at 230 mph, bursting into flames. Severe turbulence encountered while flying in a cumulonimbus cloud, resulting in a chain of events quickly leading up to a complete loss of control.", Canada,Near Issoudun,100.0
1495,08/20/1957,,"Assam, India",Indamer,,Douglas DC-3,VT-ARH,04851,8.0,8.0,0.0,While making a sharp turn the cargo plane stalled and crashed., India,Assam,100.0
1505,11/06/1957,,"Bristol, England",Bristol Aeroplane Co.,,Bristol Britannia 175,G-ANCA,12917,15.0,15.0,0.0,Crashed on a training flight. The right wing suddenly dropped and the aircraft went into a very steeply banked right hand turn and crashed. Instrument failure leading to loss of control. Undetermined cause. Possible failure of the auto-pilot., England,Bristol,100.0
1508,11/15/1957,22:54,"Chessell Down Hants, England",Aquilla Airways,Southhampton - Lisbona,Short Solent 3 (flying boat),G-AKNU,S-1299,58.0,43.0,0.0,The plane crashed into the face of a quarry between Chessel and Brook on the Isle of Wight. The last message transmitted from the aircraft was 'No. 4 engine feathered. Coming back in a hurry.'  Electrical failure or accidental cut-off of the fuel actuator circuit of the No. 3 and No. 4 engines., England,Chessell Down Hants,74.13793103448276
1511,12/10/1957,,"Jeannine Lake, Quebec, Canada",Northern Wings,,Douglas C-47A,CF-GKV,13837/25282,3.0,3.0,0.0,, Canada,Jeannine Lake,100.0
1513,12/23/1957,,"Stansted, England",Scottish Airlines,Malta - London,Avro 685 York C-1,G-AMUN,,4.0,4.0,0.0,The cargo plane crash landed short of the runway on the third landing attempt. The accident was due to an error on the part of the captain in that while making an attempt to land he continued the approach below the critical height without sufficient visual reference to the ground., England,Stansted,100.0
1516,01/16/1958,,"Belem, Brazil",Cruzeiro,,Fairchild C-82A,PP-CEF,10200,3.0,3.0,0.0,The cargo plane lost the No. 1 engine on takeoff and crashed., Brazil,Belem,100.0
1518,02/01/1958,,"Rio de Janeiro, Brazil",Loide Aéreo Nacional,Rio de Janerio - Fortaleza,Douglas DC-4,PP-LEM,18336,67.0,5.0,0.0,The plane abandoned the takeoff after an engine failed. The plane was unable to stop and slid off the runway striking rocks and catching fire. Failure of No. 4 engine. Malfunctioning of the starboard brakes., Brazil,Rio de Janeiro,7.462686567164178
1519,05/15/1958,,"New Delhi, India",Pakistan International Airlines,Dehli - Karachi,Convair CV-240-7,AP-AEH,052,38.0,21.0,2.0,Crashed shortly after taking off. Improper observation and interpretation of instruments. The captain did not properly observe and interpret his flight instruments and thus inadvertently permitted the aircraft to descend to the ground immediately after a night takeoff during which no visual reference was possible., India,New Delhi,55.26315789473685
1520,02/01/1958,19:15,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,53-3277A/127723,44622/,49.0,47.0,1.0,"The two aircraft collided at an altitude of 3,000 feet scattering wreckage over a residential and business area of suburban Los Angeles. The C-118 had just taken off from Long Beach Municipal Airport on a transcontinental flight and the P2V was on an instrument training exercise. All 41 killed on the C-118A, six on the P2V and one woman on the ground who was hit by debris outside her house. Pilot error, pilots of both aircraft.", California,Norwalk,95.91836734693877
1522,02/19/1958,,"Motu Taoru, France",Réseau Aérien Interinsulaire,,Consolidated PBY-5A  Catalina,F-AOVV,,15.0,15.0,0.0,Struck the water and sank after the right wing tip float contacted the water during a shallow turn for final approach., France,Motu Taoru,100.0
1524,02/27/1958,09:45,"Horwich, Lancs, England",Silver City Airways,Isle of Man - Manchester,Bristol 170 Freighter 21,G-AICS,12762,42.0,35.0,0.0,Crashed into a mountain near Winter Hill during an approach. The First Officer used the wrong radio beacon (Oldham Becaon instead of on Wigan Beacon)., England,Horwich,83.33333333333334
1538,05/25/1958,,"Gurgaon, India",Dan-Air Services,,Avro 685 York C-1,G-AMUV,,5.0,4.0,0.0,A fire in fligth caused by a failure of the No. 1 engine. During the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire., India,Gurgaon,80.0
1540,05/31/1958,,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,,Curtiss C-46D,PP-BTB,33304,4.0,4.0,0.0,The cargo plane crashed., Brazil,Rio de Janeiro,100.0
1544,06/16/1958,,"Curitiba, Brazil",Cruzeiro,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,27.0,19.0,0.0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear., Brazil,Curitiba,70.37037037037037
1545,06/25/1958,,"Mohanbari, India",Indian Airlines,,Douglas C-47A,VT-COJ,10051,7.0,7.0,0.0,While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height., India,Mohanbari,100.0
1550,08/12/1958,,"Maraso Bay, Brazil",LANSA,,Douglas DC-4,PP-LEQ,10544,10.0,10.0,0.0,Crashed on approach. Cause unknown., Brazil,Maraso Bay,100.0
1553,08/15/1958,,"Near Chita, Russia",Aeroflot,,Tupolev TU-104-A,CCCP-L5442,,64.0,64.0,0.0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight., Russia,Near Chita,100.0
1554,09/02/1958,,"Sasnashen, Russia",Military - U.S. Air Force,,Lockheed C-130A-II Hercules,56-0528,3136,17.0,17.0,0.0,Shot down by Soviet Mig fighters., Russia,Sasnashen,100.0
1555,09/02/1958,,"London, England",Independent Air Travel,,Vickers 621 Viking 1,G-AIJE,127,3.0,3.0,4.0,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed., England,London,100.0
1557,09/05/1958,,"Campina Grande, Brazil",Loide Aereo Nacional,,Curtiss C-46A-CU,PP-LDX,30288,18.0,13.0,0.0,The aircraft crashed after a second landing attempt. Improper approach procedure. Incorrect forcast provided to the crew., Brazil,Campina Grande,72.22222222222221
1560,09/15/1958,,"Triel, France",Military - U.S. Air Force,,Lockheed C-130A Hercules,56-0526,3134,15.0,15.0,0.0,Midair collision., France,Triel,100.0
1565,10/17/1958,,"Near Kanash, Russia",Aeroflot,Peking - Moscow,Tupolev TU-104A,CCCP-42362,,80.0,80.0,0.0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell.", Russia,Near Kanash,100.0
1566,10/18/1958,,"Placentia Bay, Canada",Military - U.S. Navy,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,Bu141294,,29.0,11.0,0.0,"Crashed 1,000 feet short of the Argentia, NAS runway.", Canada,Placentia Bay,37.93103448275862
1574,12/24/1958,11:58,"Winkton, England",BOAC,Test,Bristol 175 Britannia 312,,,12.0,9.0,0.0,While descending the aircraft struck the ground in heavy fog., England,Winkton,75.0
1576,12/30/1958,,"Rio de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Saab Scandia,PP-SQE,103,37.0,21.0,0.0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight., Brazil,Rio de Janeiro,56.75675675675676
1580,01/11/1959,,"Rio de Janeiro, Brazil",Lufthansa,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,D-ALAK,4602,39.0,36.0,0.0,"The plane descended over Guanabara Bay in rain, struck the water with the nosewheel and crashed on Flecheiras Beach, short of the runway. Descent below minima for reasons unknown. Crew fatigue possible.", Brazil,Rio de Janeiro,92.3076923076923
1581,01/14/1959,,"Panther Peak, California",California Air Freight,"Burbank, CA - Seattle, WA",Curtiss C-46F,N1240N,22404,2.0,2.0,0.0,The cargo plane crashed into Panther Peak while en route., California,Panther Peak,100.0
